id,mes,ano,bairro,morador,casa,lat_campo,lon_campo,point_id,point_year_id,distancia_casa_mata,lta,area,tipo,local,especie,total,femeas,machos,dout_mest
166,01/07/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
167,01/07/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
168,01/07/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,luminosa,arvore,negativa,0,0,0,doutorado
169,01/07/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
170,01/07/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
171,01/07/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
172,01/07/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,luminosa,arvore,negativa,0,0,0,doutorado
173,01/12/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
174,01/12/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
175,01/12/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
176,01/12/2002,2002,Sabugo,Alessandra,novo,-22.61701,-43.71832,27,27_2002,500-1000,antigo,rural,luminosa,arvore,negativa,0,0,0,doutorado
177,01/12/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
178,01/12/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
179,01/12/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
180,01/12/2002,2002,Sabugo,Elizângela,novo,-22.620736,-43.725217,20,20_2002,500-1000,antigo,rural,luminosa,arvore,negativa,0,0,0,doutorado
181,01/06/2002,2002,Cascata,Shimeni,novo,-22.59704,-43.7131,35,35_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
182,01/06/2002,2002,Cascata,Shimeni,novo,-22.59704,-43.7131,35,35_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
183,01/06/2002,2002,Cascata,Shimeni,novo,-22.59704,-43.7131,35,35_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
184,01/06/2002,2002,Cascata,Shimeni,novo,-22.59704,-43.7131,35,35_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
185,01/06/2002,2002,Cascata,Shimeni,novo,-22.59704,-43.7131,35,35_2002,500-1000,antigo,semiurbano,luminosa,bananal,L. intermedia,2,0,2,doutorado
186,01/06/2002,2002,Lages,J. Sérgio,novo,-22.624902,-43.699648,42,42_2002,>1000,antigo,urbano,manual,parede_externa,negativa,0,0,0,doutorado
187,01/06/2002,2002,Lages,J. Sérgio,novo,-22.624902,-43.699648,42,42_2002,>1000,antigo,urbano,luminosa,parede_externa,negativa,0,0,0,doutorado
188,01/06/2002,2002,Sabugo,Elenyr,novo,-22.61295,-43.71707,30,30_2002,200-500,antigo,urbano,manual,parede_externa,negativa,0,0,0,doutorado
189,01/06/2002,2002,Sabugo,Elenyr,novo,-22.61295,-43.71707,30,30_2002,200-500,antigo,urbano,luminosa,parede_externa,negativa,0,0,0,doutorado
190,01/06/2002,2002,Sabugo,Ivonete,novo,-22.61175,-43.71687,31,31_2002,200-500,antigo,urbano,manual,parede_externa,negativa,0,0,0,doutorado
191,01/06/2002,2002,Sabugo,Ivonete,novo,-22.61175,-43.71687,31,31_2002,200-500,antigo,urbano,luminosa,parede_externa,negativa,0,0,0,doutorado
