id,mes,ano,bairro,morador,casa,lat_campo,lon_campo,point_id,point_year_id,distancia_casa_mata,lta,area,tipo,local,especie,total,femeas,machos,dout_mest
377,01/02/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. whitmani,1,1,0,mestrado
378,01/02/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,4,3,1,mestrado
379,01/02/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. fischeri,1,1,0,mestrado
380,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,intra_isca_humana,L. intermedia,2,2,0,mestrado
381,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. intermedia,51,26,25,mestrado
382,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. migonei,2,1,1,mestrado
383,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. whitmani,1,1,0,mestrado
384,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. intermedia,33,23,10,mestrado
385,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,peri_isca_humana,L. intermedia,1,1,0,mestrado
386,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,peri_isca_humana,L. fischeri,5,5,0,mestrado
387,01/03/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,38,8,30,mestrado
388,01/03/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,arvore,L. intermedia,4,2,2,mestrado
389,01/03/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. intermedia,3,2,1,mestrado
390,01/03/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. fischeri,1,1,0,mestrado
391,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,intra_isca_humana,L. intermedia,4,2,2,mestrado
392,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. intermedia,1,0,1,mestrado
393,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. intermedia,26,17,9,mestrado
394,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,peri_isca_humana,L. intermedia,1,1,0,mestrado
395,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,58,10,48,mestrado
396,01/04/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. migonei,1,1,0,mestrado
397,01/04/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,manual,bananal_isca_humana,L. intermedia,3,2,1,mestrado
398,01/04/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. intermedia,3,1,2,mestrado
399,01/04/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. intermedia,4,4,0,mestrado
400,01/04/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. migonei,1,1,0,mestrado
401,01/04/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. fischeri,1,1,0,mestrado
402,01/05/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,intra_isca_humana,L. intermedia,6,6,0,mestrado
403,01/05/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. intermedia,12,11,1,mestrado
404,01/05/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,25,14,11,mestrado
405,01/05/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. intermedia,11,8,3,mestrado
406,01/05/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. whitmani,1,1,0,mestrado
407,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. intermedia,16,14,2,mestrado
408,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. migonei,1,0,1,mestrado
409,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. intermedia,4,3,1,mestrado
410,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,26,7,19,mestrado
411,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. migonei,1,1,0,mestrado
412,01/06/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. fischeri,1,1,0,mestrado
413,01/06/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. intermedia,1,1,0,mestrado
414,01/07/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. intermedia,4,3,1,mestrado
415,01/07/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,parede_interna,L. intermedia,2,0,2,mestrado
416,01/07/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,parede_interna,L. migonei,1,0,1,mestrado
417,01/07/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. intermedia,9,3,6,mestrado
418,01/07/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_externa,L. whitmani,1,1,0,mestrado
419,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,manual,bananal_isca_humana,L. intermedia,4,4,0,mestrado
420,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,manual,bananal_isca_humana,L. fischeri,1,1,0,mestrado
421,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,manual,bananal_isca_humana,L. whitmani,1,1,0,mestrado
422,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. intermedia,13,11,2,mestrado
423,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,bananal_tronco,L. whitmani,1,1,0,mestrado
424,01/07/1993,1993,Cascata,Hospital,,-22.60011,-43.718692,25,25_1993,0-200,,,luminosa,floresta_tronco,L. intermedia,18,10,8,mestrado
425,01/08/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. intermedia,39,38,1,mestrado
426,01/08/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,luminosa,intra_teto,L. whitmani,2,2,0,mestrado
427,01/08/1993,1993,Cascata,Valverde,,-22.60384,-43.71932,22,22_1993,0-200,,,manual,parede_interna,L. intermedia,5,4,1,mestrado
428,01/08/1993,1993,Cascata,,,,,,_1993,0-200,,,manual,bananal_isca_humana,L. intermedia,5,5,0,mestrado
429,01/08/1993,1993,Cascata,,,,,,_1993,0-200,,,manual,bananal_isca_humana,L. fischeri,1,1,0,mestrado
430,01/08/1993,1993,Cascata,,,,,,_1993,0-200,,,manual,bananal_isca_humana,L. whitmani,2,2,0,mestrado
431,01/08/1993,1993,Cascata,,,,,,_1993,0-200,,,luminosa,arvore,L. intermedia,9,8,1,mestrado
432,01/08/1993,1993,Cascata,,,,,,_1993,0-200,,,luminosa,arvore,L. whitmani,4,1,3,mestrado
433,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,5,1,4,mestrado
434,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,256,182,74,mestrado
435,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. migonei,53,11,42,mestrado
436,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. fischeri,34,32,2,mestrado
437,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. sp,1,1,0,mestrado
438,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. pessoai,1,1,0,mestrado
439,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,12,4,8,mestrado
440,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. migonei,5,0,5,mestrado
441,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. fischeri,1,1,0,mestrado
442,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,48,41,7,mestrado
443,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. pessoai,1,1,0,mestrado
444,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,60,32,28,mestrado
445,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,1,1,0,mestrado
446,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. monticola,1,1,0,mestrado
447,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,43,4,39,mestrado
448,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,1,0,mestrado
449,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,1,1,0,mestrado
450,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,floresta_tronco,L. pessoai,1,1,0,mestrado
451,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,12,6,6,mestrado
452,01/02/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,B. sp,1,1,0,mestrado
453,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. intermedia,22,19,3,mestrado
454,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. migonei,1,0,1,mestrado
455,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. fischeri,2,2,0,mestrado
456,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. sp,1,1,0,mestrado
457,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,51,28,23,mestrado
458,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. migonei,4,2,2,mestrado
459,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. fischeri,2,2,0,mestrado
460,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_isca_humana,L. intermedia,20,11,9,mestrado
461,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_isca_humana,L. fischeri,1,0,1,mestrado
462,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,265,131,134,mestrado
463,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,8,1,7,mestrado
464,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,24,24,0,mestrado
465,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. sp,1,1,0,mestrado
466,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,83,11,72,mestrado
467,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,1,1,0,mestrado
468,01/03/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,17,7,10,mestrado
469,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,1,1,0,mestrado
470,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. migonei,3,0,3,mestrado
471,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,peri_isca_humana,L. intermedia,26,5,21,mestrado
472,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,149,38,111,mestrado
473,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. migonei,2,1,1,mestrado
474,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. fischeri,1,1,0,mestrado
475,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. sp,1,1,0,mestrado
476,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_isca_humana,L. intermedia,34,4,30,mestrado
477,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,461,236,225,mestrado
478,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,25,6,19,mestrado
479,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,14,14,0,mestrado
480,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. sp,4,4,0,mestrado
481,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,130,22,108,mestrado
482,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,0,1,mestrado
483,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. sp,1,1,0,mestrado
484,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,floresta_isca_humana,L. intermedia,23,5,18,mestrado
485,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,97,59,38,mestrado
486,01/04/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,arvore,L. migonei,3,0,3,mestrado
487,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,6,2,4,mestrado
488,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,peri_isca_humana,L. intermedia,3,3,0,mestrado
489,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,11,7,4,mestrado
490,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. migonei,1,1,0,mestrado
491,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,86,29,57,mestrado
492,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. migonei,3,0,3,mestrado
493,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. fischeri,1,1,0,mestrado
494,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_isca_humana,L. intermedia,2,1,1,mestrado
495,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,177,71,106,mestrado
496,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,16,8,8,mestrado
497,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,19,19,0,mestrado
498,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,84,16,68,mestrado
499,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,1,0,mestrado
500,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,4,4,0,mestrado
501,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,floresta_isca_humana,L. intermedia,1,1,0,mestrado
502,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,floresta_isca_humana,L. fischeri,4,4,0,mestrado
503,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,5,2,3,mestrado
504,01/05/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,1,1,0,mestrado
505,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. intermedia,7,7,0,mestrado
506,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,64,44,20,mestrado
507,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. migonei,5,4,1,mestrado
508,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. fischeri,4,4,0,mestrado
509,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,119,71,48,mestrado
510,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,335,318,17,mestrado
511,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,10,4,6,mestrado
512,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,25,25,0,mestrado
513,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. sp,2,2,0,mestrado
514,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. whitmani,1,1,0,mestrado
515,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,226,70,156,mestrado
516,01/06/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,1,1,0,mestrado
517,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,8,4,4,mestrado
518,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,14,4,10,mestrado
519,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,57,25,32,mestrado
520,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. fischeri,2,2,0,mestrado
521,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,29,17,12,mestrado
522,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. pessoai,1,1,0,mestrado
523,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,57,6,51,mestrado
524,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,1,0,mestrado
525,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,1,1,0,mestrado
526,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,9,5,4,mestrado
527,01/07/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. migonei,1,1,0,mestrado
528,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,40,30,10,mestrado
529,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. migonei,4,0,4,mestrado
530,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,39,25,14,mestrado
531,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. migonei,1,0,1,mestrado
532,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,peri_isca_humana,L. intermedia,13,8,5,mestrado
533,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,65,39,26,mestrado
534,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. intermedia,75,33,42,mestrado
535,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,anexo,L. migonei,1,0,1,mestrado
536,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,159,103,56,mestrado
537,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,12,3,9,mestrado
538,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,197,51,146,mestrado
539,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,1,0,mestrado
540,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,1,0,1,mestrado
541,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,floresta_isca_humana,L. intermedia,6,4,2,mestrado
542,01/08/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,13,11,2,mestrado
543,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,81,51,30,mestrado
544,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. fischeri,2,2,0,mestrado
545,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,92,61,31,mestrado
546,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. migonei,1,0,1,mestrado
547,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. fischeri,2,2,0,mestrado
548,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,peri_isca_humana,L. intermedia,46,45,1,mestrado
549,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,69,58,11,mestrado
550,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,64,55,9,mestrado
551,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,1,1,0,mestrado
552,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,74,37,37,mestrado
553,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,2,0,2,mestrado
554,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. fischeri,3,3,0,mestrado
555,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,floresta_tronco,L. intermedia,1,1,0,mestrado
556,01/09/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,floresta_tronco,L. migonei,1,0,1,mestrado
557,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,intra_isca_humana,L. intermedia,3,3,0,mestrado
558,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,13,11,2,mestrado
559,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. migonei,1,0,1,mestrado
560,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,43,24,19,mestrado
561,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,119,12,107,mestrado
562,01/10/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. migonei,1,0,1,mestrado
563,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,intra_teto,L. intermedia,12,6,6,mestrado
564,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,18,10,8,mestrado
565,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,9,4,5,mestrado
566,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_isca_humana,L. intermedia,10,5,5,mestrado
567,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,30,19,11,mestrado
568,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,1,0,1,mestrado
569,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,floresta_isca_humana,L. intermedia,3,0,3,mestrado
570,01/11/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,12,4,8,mestrado
571,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_interna,L. intermedia,4,0,4,mestrado
572,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,arvore,L. intermedia,8,4,4,mestrado
573,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,parede_externa,L. intermedia,2,0,2,mestrado
574,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. migonei,4,0,4,mestrado
575,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. fischeri,4,4,0,mestrado
576,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,manual,bananal_tronco,L. intermedia,150,35,115,mestrado
577,01/12/1994,1994,Praça Verde,,,,,,_1994,0-200,,,luminosa,bananal_tronco,L. intermedia,94,9,85,mestrado
578,01/01/1995,1995,Praça Verde,,,,,,_1995,0-200,,,manual,parede_interna,L. intermedia,9,9,0,mestrado
579,01/01/1995,1995,Praça Verde,,,,,,_1995,0-200,,,manual,parede_externa,L. intermedia,16,3,13,mestrado
580,01/01/1995,1995,Praça Verde,,,,,,_1995,0-200,,,luminosa,bananal_tronco,L. intermedia,85,32,53,mestrado
581,01/01/1995,1995,Praça Verde,,,,,,_1995,0-200,,,luminosa,bananal_tronco,L. migonei,7,0,7,mestrado
582,01/01/1995,1995,Praça Verde,,,,,,_1995,0-200,,,luminosa,bananal_tronco,L. fischeri,5,5,0,mestrado
